Majority Protein ID,Sample 01_WT,Sample 02_T1,Sample 03_T2,Sample 04_WT,Sample 05_T1,Sample 06_T2,Sample 07_WT,Sample 08_T1,Sample 09_T2,Sample 10_WT,Sample 11_T1,Sample 12_T2,Sample 13_WT,Sample 14_T1,Sample 15_T2
A2RSQ0,0.06420255784603868,0.08606182764278864,0.05900306208732506,0.07220561767994486,0.04881583320870566,0.04765506856224654,0.061063170236853336,0.049166936817719144,0.0711262122797095,0.03453175486018818,0.09877013318922685,0.09305368979580585,0.05244535515304917,0.07736706717375745,0.07966127722448423
A2RSX7,0.0,0.024074868880946176,0.0,0.0,0.0,0.01729159388084467,0.0,0.0,0.028254151001201558,0.02822475013843461,0.03430349171605361,0.03081433525891547,0.0,0.02635125250450921,0.0346442068107582
A2RT62,0.2190573841469874,0.47068449529276774,0.7147003632609567,0.7491010257374695,0.552423455737664,0.7474897481868938,0.647656388452114,0.5426783512475891,0.48062725254367017,0.7482444748276772,0.7544085640521757,0.6197149528660659,0.32963110188399275,0.5525618571035271,0.6205887030935883
A2TJV2,0.13734840960347314,0.11949188247181539,0.182880817064463,0.19736546247899156,0.07800495425611895,0.11862024612022934,0.04318934225283194,0.10369706979075592,0.07215616066361634,0.07634867461996486,0.0955598839804942,0.0820631310321158,0.07874809382537018,0.1550021131865438,0.11056234690842219
A3KFM7,1.9685446318188924,2.3613482919724316,2.840367263315086,3.197021140778288,25.389440894518597,1.4743623961992935,2.0193612906131593,2.616868135176607,3.0677288493696673,1.99632559644793,1.5183819117057125,0.0,22.609965107097157,2.7280245813142754,1.4484759718463436
A3KFX0,0.3524974491328832,0.4041730125711746,0.4798351311614447,0.41409586259452014,0.272532426896469,0.29048934767175405,0.3174751990829314,0.37918432691667187,0.3238314050454238,0.24406858681569343,0.574931446474913,0.5115629446090919,0.41414715287763026,0.5019401289622626,0.366807833520123
A3KGF9,0.05797609661068123,0.04847167294853004,0.049162390928426905,0.06307540054800617,0.01768743752570534,0.044438641112543475,0.05464586422459996,0.0475598657207895,0.04968121557193491,0.027573406229656375,0.06425995419535073,0.05789442322827721,0.07482687926680717,0.05604961325335987,0.059794970189009894
A3KGS3,0.0,0.0,0.0,0.0035543847553715247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3KMP2,0.5739656745623619,0.6986701698502481,0.6185694775644123,0.6765857342147229,0.44627090563246224,0.6589081375534567,0.5643278765965118,0.5866927250305775,0.6159918972857122,0.6964299066803149,0.6429843320983897,0.5468975691146132,0.4825015373331615,0.8399822981796295,0.7509146646608916
A4FUP9,0.04104550008106222,0.06499168717046086,0.05055064472281356,0.05495678463588656,0.026064168088219628,0.03278438572708521,0.05991476185957106,0.03782454198461318,0.04164026140329079,0.041457147228294106,0.0612146150487105,0.04030295328369839,0.03346980796801758,0.05223800835470165,0.04084355887227452
A6H5Y3,0.35797747681731545,0.485855214324679,0.40350393072910334,0.3418954061452886,0.2772004220788413,0.3709439850968732,0.32864691577713345,0.3854387396246608,0.323592309884874,0.4212313836481718,0.30706803261817683,0.44917935816820254,0.33847340513084306,0.3982218092839959,0.38494237365941286
A6H5Z3,0.38372247997438164,0.4653842763993926,0.43255712407195573,0.47101391490148453,0.35402045273975824,0.3837337792167484,0.33824760981121327,0.3397005523312101,0.3681421754727016,0.2919833305759927,0.4116649880013363,0.36198262350135163,0.39240611753024374,0.3949535183452512,0.5408153978219115
